0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0  0  0 0 0 0  0 0  0  0  0  0  0 0  0  0  0  0  0  0  0  0  0   0 0 0 0  0 0 0 0  0  0  0 0 0  0 0 0  0 0 0  0 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 0 0 0 0 0    0 0 0  0  0  0 0 0 0 0 0 0  0  0 0 0 0 30  1  1  1  1  1  1  1  1 0 0 0 0  0 0 0  0 0 0  0 0 0 0   0 0 0 0  0 0 0  0 0 0  0 0 0  0 0 0  0 0 0 0  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1   0  0 0 0  0  0  0 0  0  0  0 0  0  0  0 0  0  0  0 0  0  0  0 0  0  0  0 0  0  0  0 0 0  0  0  0  0 0 0 0    0  0  0 0 0  0 0 0 0  0 0 0 0  0 0 0 0  0 0  0 0  0 0 0 0  0 0 0 0  0 0 0 0 0 0 0 0 0 0 0    0  0 0 0 0 0  0 0 0 0  0 0 0 0  0 0 0 0  0  0  0  0  0 0  0  0  0  0  0 0 0 0  0  0  0 0 0 0  0  0     0 0 0 0  0  0  0 0 0 0 0  0 0 0 0 0 0 0 0 0  0 0 0 0 0  0  0  0 0 0 0  0 0  0 0 0 0 0 0 0    0 0 0 0 0 0  0 0  0 0  0  7  7  7  0 0  0 0 0  0  0 0 0  0 0  0  0  0  0  0  0  0 0 0 0  0  0 0 0  0     0  7  7  0  0 0  0  0 0 0  0  0  0  0  0 0  0  0 0 0  0  0  0  0  0 0 0 0 0 0 0 0 0 0  0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0  0  0 0 0 0  0 0  0  0  0  0  0 0  0  0  0  0  0  0  0  0  0   0 0 0 0  0 0 0 0  0  0  0 0 0  0 0 0  0 0 0  0 0  0  0  0  0  7  7  7  7  7  7  0  0  0  0 0 0 0 0 0    0 0 0  0  0  0 0 0 0 0 0 0  7  7 0 0 0 30  1  1  1  1  1  1  1  1 0 0 0 0  0 0 0  0 0 0  0 0 0 0   0 0 0 0  0 0 0  0 0 0  0 0 0  0 0 0  0 0 0 0  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1   0  0 0 0  0  0  0 0  0  0  0 0  0  0  0 0  0  0  0 0  0  0  0 0  0  0  0 0  0  0  0 0 0  0  0  0  0 0 0 0    0  7  0 0 0  0 0 0 0  0 0 0 0  0 0 0 0  7 0  0 0  0 0 0 0  0 0 0 0  0 0 0 0 0 0 0 0 0 0 0    0  0 0 0 0 0  0 0 0 0  0 0 0 0  0 0 1 1  1  1  1  1  1 1  1  1  1  1  1 1 1 1  1  1  1 1 1 1  1  1     1 1 1 1  1  1  1 0 0 0 0  0 0 0 0 0 0 0 0 0  0 0 0 0 0  0  0  0 0 0 0  0 0  0 0 0 0 0 0 0    0 0 0 0 0 0  0 0  0 0 12 12 12 12 12 0  0 0 0  0  0 0 0  0 0  0  0 12  0 12  0  0 0 7 0  0  0 0 7  0     7  0  0  7  0 0  0  0 0 0 12 12 12 12  0 0  0  0 0 0 12 12 12 12 12 0 0 0 0 0 0 0 0 0  0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0  0  0 0 0 0  0 0  0  0  0  0  0 0  0  0  0 24  0  0  0  0  0   0 0 0 0  0 0 0 0  7  0  0 0 0  0 0 0  0 0 0  0 0  0  0 24 24 24 24 24 24 24 24 24 24  0  0 0 0 0 0 0    0 0 0  0  0  0 0 0 0 0 0 7 11  0 7 0 0 30  1  1  1  1  1  1  1  1 0 0 0 0  0 0 0  7 0 0  0 0 0 0   0 0 0 0  0 0 0  0 0 0  0 0 0  0 0 0  0 0 7 7  7 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1   0  0 0 0  0 11  0 0  0  0  0 0  0 11  0 0  0  0  0 0  0 11  0 0  0  0  0 0  0 11  0 0 0  0  0  0  0 0 0 0    7 11  7 0 0  0 0 0 0  0 0 0 0  7 0 0 0 13 0  0 0  7 0 0 0  0 0 0 0  0 0 0 0 0 0 0 0 0 0 0    0  0 0 1 1 1  1 1 1 1  1 1 1 1  1 1 1 9  9  9  9  9  9 9  9  9  9  9  9 9 9 9  9  9  9 9 9 9  9  9     9 9 9 9  9  9  9 0 0 0 0  0 0 0 0 0 0 0 0 0  0 0 0 0 0  7 11  7 0 0 0  0 0  0 0 7 0 0 0 0    0 0 0 0 0 0  0 0  0 0  0  0 12  0  0 0  0 0 0  7  7 0 0  0 0  0 12  0 12  0 12  0 7 0 7  0  0 7 0  7    12  0  0 12  0 0  0  0 0 0 12  0  0  0  0 0  0  0 0 0  0  0 12  0  0 0 0 0 0 0 0 0 0 0 32
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0  0  0 0 0 0  0 0  7  0  0  0  7 0 24  0  0 10  0  0 24  0  7   0 0 0 0  0 0 0 0 24  0  0 0 0  0 0 0  0 0 0  0 0  0 24  0  0  0  0  0  0  0  0  0  0 24  0 0 0 0 0 0    0 0 0  0  0  0 0 0 0 0 4 4  4 31 0 7 0  0 10 10 10 10 10 10 10 10 0 0 0 0  0 0 7  0 7 0  0 0 0 0   0 0 0 0  0 0 0  0 0 0  0 0 0  0 0 0  0 7 0 0 24 0 7 0 0 0 0 0 0 4 4 4 4 4 0 0 0 0 9 9 9 9 9 9 9   0  0 0 0 30 26 31 0  7  7  7 0 30 26 31 0  7  7  7 0 30 26 31 0  7  7  7 0 30 26 31 0 0  0  0 28  0 0 0 0   18 17 18 0 0  0 0 0 0  7 0 0 0 13 0 0 0 13 0  0 0 13 0 0 0  7 0 0 0  0 0 0 0 0 0 0 0 0 0 0    0  0 0 9 9 9  9 9 9 9  9 9 9 9  9 9 9 0  0  0  0  0  0 0  0  0  0  0  0 0 0 0  0  0  0 0 0 0  0  0     0 0 0 0  0  0  0 0 0 0 0  0 0 0 0 0 0 0 0 0  0 0 0 0 0 18 17 18 0 0 0  4 0  0 0 4 0 0 0 0    7 7 0 0 0 0 25 0  0 0  0  0 12  0  0 0  7 0 0 25 25 0 0  7 0 12  0  0  0  0  0 12 0 0 0 25 25 0 0 25    12  0  0 12  0 0 25 25 0 0 12 12 12 12  0 0 25 25 0 0  0  0 12  0  0 0 0 0 0 0 0 0 0 0  4    
0 0 0 0 0 0 0 0 0 0 0 0 7 7 0 0 0  0  0  0 0 0 0  0 0 13  0  0  0 13 0  0 24  7  7  7 24  0  0 13   0 0 0 0  7 0 0 0  0  0 27 7 7 27 7 7 27 7 7 27 0 24  0  0  0  0  0  0  0  0  0  0  0  0 24 0 0 0 0 0    0 0 0  0  0  0 0 0 0 4 1 1  1 31 0 0 7  0  0  0  0  0  0  0  0  0 0 0 0 0  0 7 0 24 0 7  0 0 0 0   0 0 0 0  7 0 0  7 0 0  7 0 0  7 0 0  7 0 0 0  0 0 0 7 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0   0  0 0 0  0 10  0 0  0  0  0 0  0 10  0 0  0  0  0 0  0 10  0 0  0  0  0 0  0 10  0 0 0  0  7  0  7 0 0 0    0  0  0 0 0  7 0 0 0 13 0 0 0 13 0 0 0 13 0  0 0 13 0 0 0 13 0 0 0  7 0 0 0 0 0 0 7 7 7 7    0  0 0 0 7 0 10 0 7 0 10 0 7 0 10 0 0 0  0  0  0  0  0 0  0  0  0  0  0 0 0 0  0  0  0 0 0 0  0  7     0 0 0 0  0  0  0 0 0 4 4  4 4 4 4 4 0 0 0 0  0 4 0 0 0  0  0  0 0 0 0  1 0  0 0 1 0 0 0 7    0 0 7 0 0 0  0 0  0 0  0  0 12  0  0 0 25 0 0  0  0 0 0 25 0  0 12  0  0  0 12  0 0 0 0  0  0 0 0  0    12  0  0 12  0 0  0  0 0 0 12 12 12 12  0 0  0  0 0 0  0  0 12  0  0 0 0 0 0 0 0 0 0 4  1  
0 0 0 0 0 0 0 0 0 0 0 7 0 0 7 0 0  0  0  0 0 0 0  0 0 13  0  0  0 13 0  0  0 24 24 24  0  0  0 13   0 0 0 0 24 0 0 0  0  4  4 4 4  4 4 4  4 4 4  4 4  4  8  8  8  8  8  8  8  8  8  8  8  8  4 4 4 4 4 4    4 0 0  0  0  0 0 0 4 1 1 1  1 31 0 0 0  7  0  0  0  0  0  0  0  0 0 0 0 0 24 0 0  0 0 0 24 0 0 0   0 0 0 0 13 0 0 13 0 0 13 0 0 13 0 0 13 0 0 0  0 0 0 0 4 4 4 4 4 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0   0 28 0 0  0  0  0 0  0 26  0 0  0  0  0 0  0 26  0 0  0  0  0 0  0 26  0 0  0  0  0 0 0  4  0  0  0 4 8 8    8  8  8 8 8 13 0 0 0 13 0 0 0 13 0 0 0 13 0  0 0 13 0 0 0 13 0 0 0 13 0 0 0 0 0 0 4 4 4 4    0  0 0 0 0 0  0 0 0 0  0 0 0 0  0 0 0 0  0  0  0  0  0 0  0  0  0  0  0 0 0 0  0  7  0 0 0 0 18 17    18 0 0 0  0  7  0 0 0 1 1 28 0 0 0 0 0 0 0 0  4 1 8 8 8  8  8  8 8 8 8  1 0 24 0 1 0 0 7 0    0 0 0 7 0 0  0 0 25 0  0  0 12  0  0 0  0 0 0  0  0 0 0  0 0  0  0 12  0 12  0  0 0 0 0  0  0 0 0  0    12  0  0 12  0 0  0  0 0 0 12  0  0  0  0 0  0  0 0 0  0  0 12  0  0 0 0 0 0 0 0 0 4 1  1  
0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 4 0  0  0  0 0 4 0 27 0 13 11 11 11 13 0  0  0  0  0  0  0  0  0 13   0 0 0 0  0 0 0 0  0  1  1 1 1  1 1 1  1 1 1  1 1  1  8  8  8  8  8  8  8  8  8  8  8  8  1 1 1 1 1 1    1 0 0  0  0  0 0 4 1 1 1 1  1 31 0 0 0  0 28  0  0  0  0  0  0  0 0 0 0 0  0 0 0  0 0 0  0 0 0 0   0 0 0 0 13 0 0 13 0 0 13 0 0 13 0 0 13 0 0 0  0 0 0 0 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0   0  0 0 0  0  0  0 0 27 27 27 0  0  0  0 0 27 27 27 0  0  0  0 0 27 27 27 0  0  0  0 0 0  1 11 11 11 1 8 8    8  8  8 8 8 13 0 0 0 13 0 0 0 13 0 0 0 13 0  0 0 13 0 0 0 13 0 0 0 13 0 0 0 0 0 0 1 1 1 1    0 28 0 0 0 0  7 0 0 0  7 0 0 0  7 0 0 0  0  0  0  0  0 0  0  0  0  7  0 0 0 0 18 17 18 0 0 0  0 23     0 0 0 0 18 17 18 0 0 1 1  0 0 0 0 0 0 0 0 4  1 1 8 8 8  8  8  8 8 8 8  1 7 27 7 1 0 0 0 0    0 0 0 0 0 0  0 0  0 0 12 12 12 12 12 0  0 0 0  0  0 0 0  0 0  0  0  0 12  0  0  0 0 0 0  0  0 0 0  0    12 12 12 12  0 0  0  0 0 0 12 12 12 12  0 0  0  0 0 0  0  0 12  0  0 0 0 0 0 0 0 4 1 1  1  
0 0 0 0 0 0 0 0 0 0 1 8 8 8 8 1 4  0  0  0 4 1 4  4 4  4  4  4  4  4 8  8  8  8  8  8  8  8  8  4   4 4 4 4  4 4 4 4  4  1  1 1 1  1 1 1  1 1 1  1 1  1  8  8  8  8  8  8  8  8  8  8  8  8  1 1 1 1 1 1    1 4 4 27 27  4 4 1 1 1 1 1  1  4 4 4 4  4  4  4  4  4  4  4  4  4 4 4 4 4  8 8 8  8 8 8  8 4 4 4   4 4 4 4  4 0 0  4 0 0  4 0 0  4 0 0  4 4 4 4  4 4 4 4 1 1 1 1 1 1 1 1 1 1 4 4 4 4 4 4 4 4 4 4 4   4  4 4 4  4  4  4 4  4  4  4 4  4  4  4 4  4  4  4 4  4  4  4 4  4  4  4 4  4  4  4 4 4  1  4  4  4 1 8 8    8  8  8 8 8 13 0 0 0 13 0 0 0 13 0 0 0 13 0  0 0 13 0 0 0 13 0 0 0 13 4 4 4 4 4 4 1 1 1 1    4  4 4 4 4 4  4 4 4 4  4 4 4 4  4 4 4 4  0  0  0  7  0 0  0  0 18 17 18 0 0 0  0 23  0 0 0 0  0  0     0 0 0 0  0 23  0 0 0 1 1  1 1 1 1 1 1 1 1 1  1 1 8 8 8  8  8  8 8 8 8  1 4  4 4 1 4 4 4 4    4 4 4 4 4 4  4 4  4 4  4  4  4  4  4 0  0 0 0  0  0 0 0  0 0  4  4  4  4  4  4  4 4 4 4  4  4 4 4  4     4  4  4  4  4 4  4  4 4 4  4  4  4  4  4 4  4  4 4 4  4  4  4  4  4 4 4 4 4 4 4 1 1 1  1
4 4 4 4 4 4 4 4 4 4 1 8 8 8 8 1 1  4 27  4 1 1 1  1 1  1  1  1  1  1 8  8  8  8  8  8  8  8  8  1   1 1 1 1  1 1 1 1  1  1  1 1 1  1 1 1  1 1 1  1 1  1  8  8  8  8  8  8  8  8  8  8  8  8  1 1 1 1 1 1    1 1 1  1  1  1 1 1 1 1 1 1  1  1 1 1 1  1  1  1  1  1  1  1  1  1 1 1 1 1  8 8 8  8 8 8  8 1 1 1   1 1 1 1  1 0 0  1 0 0  1 0 0  1 0 0  1 1 1 1  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1   1  1 1 1  1  1  1 1  1  1  1 1  1  1  1 1  1  1  1 1  1  1  1 1  1  1  1 1  1  1  1 1 1  1  1  1  1 1 8 8    8  8  8 8 8 13 0 0 0 13 0 0 0 13 0 0 0 13 0  0 0 13 0 0 0 13 0 0 0 13 1 1 1 1 1 1 1 1 1 1    1  1 1 1 1 1  1 1 1 1  1 1 1 1  1 1 1 1  0  0 18 17 18 0  0  0  0 23  0 0 0 0  0  0  0 0 0 0  0  0     0 0 0 0  0  0  0 0 0 1 1  1 1 1 1 1 1 1 1 1  1 1 8 8 8  8  8  8 8 8 8  1 1  1 1 1 1 1 1 1    1 1 1 1 1 1  1 1  1 1  1  1  1  1  1 0  0 0 0  0  0 0 0  0 0  1  1  1  1  1  1  1 1 1 1  1  1 1 1  1     1  1  1  1  1 1  1  1 1 1  1  1  1  1  1 1  1  1 1 1  1  1  1  1  1 1 1 1 1 1 1 1 1 1  1
1 1 1 1 1 1 1 1 1 1 1 8 8 8 8 1 1  1  1  1 1 1 1  1 1  1  1  1  1  1 8  8  8  8  8  8  8  8  8  1   1 1 1 1  1 1 1 1  1  1  1 1 1  1 1 1  1 1 1  1 1  1  8  8  8  8  8  8  8  8  8  8  8  8  1 1 1 1 1 1    1 1 1  1  1  1 1 1 1 1 1 1  1  1 1 1 1  1  1  1  1  1  1  1  1  1 1 1 1 1  8 8 8  8 8 8  8 1 1 1   1 1 1 1  1 0 0  1 0 0  1 0 0  1 0 0  1 1 1 1  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1   1  1 1 1  1  1  1 1  1  1  1 1  1  1  1 1  1  1  1 1  1  1  1 1  1  1  1 1  1  1  1 1 1  1  1  1  1 1 8 8    8  8  8 8 8 13 0 0 0 13 0 0 0 13 0 0 0 13 0  0 0 13 0 0 0 13 0 0 0 13 1 1 1 1 1 1 1 1 1 1    1  1 1 1 1 1  1 1 1 1  1 1 1 1  1 1 1 1  0  0  0 23  0 0  0  0  0  0  0 0 0 0  0  0  0 0 0 0  0  0     0 0 0 0  0  0  0 0 0 1 1  1 1 1 1 1 1 1 1 1  1 1 8 8 8  8  8  8 8 8 8  1 1  1 1 1 1 1 1 1    1 1 1 1 1 1  1 1  1 1  1  1  1  1  1 0  0 0 0  0  0 0 0  0 0  1  1  1  1  1  1  1 1 1 1  1  1 1 1  1     1  1  1  1  1 1  1  1 1 1  1  1  1  1  1 1  1  1 1 1  1  1  1  1  1 1 1 1 1 1 1 1 1 1  1
